2024-02-15 23:19:30,419: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-15 23:19:31,528: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-15 23:19:31,529: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-15 23:19:31,530: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-15 23:19:31,530: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-15 23:19:31,532: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-15 23:19:31[0m
2024-02-15 23:19:31,532: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:31,537: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:31,966: root: INFO: [32mNew market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-02-15 23:19:31,974: root: INFO: [34mTrading iteration ended at 2024-02-15 23:19:31[0m
2024-02-15 23:19:31,975: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:31,975: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:31,977: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:31,983: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-15 23:19:31,983: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-15 23:19:31,983: root: INFO: [32mFilled Transaction: buy 106 of SPY at 469.48999023 USD per share[0m
2024-02-15 23:19:31,983: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-15 23:19:31,993: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-15 23:19:31,996: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-15 23:19:31,996: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-15 23:19:31,999: root: INFO: [34mThe market is not currently open, skipping this trading iteration[0m
2024-02-15 23:19:31,999: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:31,999: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,000: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,003: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,003: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,004: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,006: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,006: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,007: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,008: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,008: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,009: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,011: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-15 23:19:32,012: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,013: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,013: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,014: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,014: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,015: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,017: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-15 23:19:32,017: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-15 23:19:32,017: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,017: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,018: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,018: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,019: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,019: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,021: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-02-15 23:19:32,022: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,025: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,028: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-15 23:19:32,029: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,029: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,030: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,030: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,031: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,031: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,033: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-02-15 23:19:32,033: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-15 23:19:32,036: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-15 23:19:32[0m
2024-02-15 23:19:32,036: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,037: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,037: root: INFO: [34mTrading iteration ended at 2024-02-15 23:19:32[0m
2024-02-15 23:19:32,037: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,037: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,038: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,038: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,038: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,039: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,040: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-15 23:19:32,041: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-02-15 23:19:32,042: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-02-15 23:19:32,043: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-15 23:19:32[0m
2024-02-15 23:19:32,044: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,045: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,045: root: INFO: [34mTrading iteration ended at 2024-02-15 23:19:32[0m
2024-02-15 23:19:32,045: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,045: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,046: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,046: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,046: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,048: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,048: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-15 23:19:32,049: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-02-15 23:19:32,050: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-02-15 23:19:32,052: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-15 23:19:32[0m
2024-02-15 23:19:32,052: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,053: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,053: root: INFO: [34mTrading iteration ended at 2024-02-15 23:19:32[0m
2024-02-15 23:19:32,053: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,053: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,054: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,054: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,054: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,055: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,058: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-15 23:19:32,060: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-02-15 23:19:32,060: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-02-15 23:19:32,062: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-15 23:19:32[0m
2024-02-15 23:19:32,063: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,064: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,065: root: INFO: [34mTrading iteration ended at 2024-02-15 23:19:32[0m
2024-02-15 23:19:32,065: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,065: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,066: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,067: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:19:32,067: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:19:32,068: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
