2024-02-15 23:39:13,899: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-15 23:39:15,022: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-15 23:39:15,023: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-15 23:39:15,023: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-15 23:39:15,024: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-15 23:39:15,025: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-15 23:39:15[0m
2024-02-15 23:39:15,025: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:39:15,037: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:39:15,487: root: INFO: [32mNew market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-02-15 23:39:15,490: root: INFO: [34mTrading iteration ended at 2024-02-15 23:39:15[0m
2024-02-15 23:39:15,490: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-15 23:39:15,490: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:39:15,491: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-15 23:39:15,495: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-15 23:39:15,495: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-15 23:39:15,495: root: INFO: [32mFilled Transaction: buy 106 of SPY at 469.48999023 USD per share[0m
2024-02-15 23:39:15,495: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-15 23:39:15,500: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-15 23:39:15,502: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-15 23:39:15,502: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
